Approved symbol,Approved name,Status,Chromosome,Ensembl gene ID,Mitochondria,chr,arm,pos
WDR47,WD repeat domain 47,Approved,1p13.3,ENSG00000085433,no,01,p,13.3
DENND2D,DENN domain containing 2D,Approved,1p13.3-p13.2,ENSG00000162777,no,01,p,13.3-p13.2
ACTG1P4,actin gamma 1 pseudogene 4,Approved,1p21.1,ENSG00000236085,no,01,p,21.1
AMY1A,amylase alpha 1A,Approved,1p21.1,ENSG00000237763,no,01,p,21.1
AMY1B,amylase alpha 1B,Approved,1p21.1,ENSG00000174876,no,01,p,21.1
AMY1C,amylase alpha 1C,Approved,1p21.1,ENSG00000187733,no,01,p,21.1
AMY2A,amylase alpha 2A,Approved,1p21.1,ENSG00000243480,no,01,p,21.1
AMY2B,amylase alpha 2B,Approved,1p21.1,ENSG00000240038,no,01,p,21.1
AMYP1,amylase alpha pseudogene 1,Approved,1p21.1,ENSG00000227408,no,01,p,21.1
CDK4P1,cyclin dependent kinase 4 pseudogene 1,Approved,1p21.1,ENSG00000225036,no,01,p,21.1
COL11A1,collagen type XI alpha 1 chain,Approved,1p21.1,ENSG00000060718,no,01,p,21.1
DNAJA1P5,DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5,Approved,1p21.1,ENSG00000162699,no,01,p,21.1
FTLP17,ferritin light chain pseudogene 17,Approved,1p21.1,ENSG00000228347,no,01,p,21.1
LINC01676,long intergenic non-protein coding RNA 1676,Approved,1p21.1,ENSG00000230768,no,01,p,21.1
LINC01677,long intergenic non-protein coding RNA 1677,Approved,1p21.1,ENSG00000233047,no,01,p,21.1
OLFM3,olfactomedin 3,Approved,1p21.1,ENSG00000118733,no,01,p,21.1
RN7SKP285,RN7SK pseudogene 285,Approved,1p21.1,ENSG00000222069,no,01,p,21.1
RNPC3,"RNA binding region (RNP1, RRM) containing 3",Approved,1p21.1,ENSG00000185946,no,01,p,21.1
RNPC3-DT,RNPC3 divergent transcript,Approved,1p21.1,ENSG00000224613,no,01,p,21.1
RNU6-352P,"RNA, U6 small nuclear 352, pseudogene",Approved,1p21.1,ENSG00000252717,no,01,p,21.1
SEPTIN2P1,septin 2 pseudogene 1,Approved,1p21.1,ENSG00000227850,no,01,p,21.1
SOD2P1,superoxide dismutase 2 pseudogene 1,Approved,1p21.1,ENSG00000234257,no,01,p,21.1
AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",Approved,1p21.2,ENSG00000162688,no,01,p,21.2
BCAS2P2,BCAS2 pseudogene 2,Approved,1p21.2,ENSG00000234332,no,01,p,21.2
BRI3P1,brain protein I3 pseudogene 1,Approved,1p21.2,ENSG00000225169,no,01,p,21.2
CDC14A,cell division cycle 14A,Approved,1p21.2,ENSG00000079335,no,01,p,21.2
DBT,dihydrolipoamide branched chain transacylase E2,Approved,1p21.2,ENSG00000137992,no,01,p,21.2
DPH5,diphthamide biosynthesis 5,Approved,1p21.2,ENSG00000117543,no,01,p,21.2
DPH5-DT,DPH5 divergent transcript,Approved,1p21.2,ENSG00000233184,no,01,p,21.2
EXTL2,exostosin like glycosyltransferase 2,Approved,1p21.2,ENSG00000162694,no,01,p,21.2
FRRS1,ferric chelate reductase 1,Approved,1p21.2,ENSG00000156869,no,01,p,21.2
GPR88,G protein-coupled receptor 88,Approved,1p21.2,ENSG00000181656,no,01,p,21.2
HMGB3P10,high mobility group box 3 pseudogene 10,Approved,1p21.2,ENSG00000223656,no,01,p,21.2
HNRNPA1P68,heterogeneous nuclear ribonucleoprotein A1 pseudogene 68,Approved,1p21.2,ENSG00000230946,no,01,p,21.2
LINC01307,long intergenic non-protein coding RNA 1307,Approved,1p21.2,ENSG00000231671,no,01,p,21.2
LINC01349,long intergenic non-protein coding RNA 1349,Approved,1p21.2,ENSG00000230402,no,01,p,21.2
LINC01708,long intergenic non-protein coding RNA 1708,Approved,1p21.2,ENSG00000224445,no,01,p,21.2
LINC01709,long intergenic non-protein coding RNA 1709,Approved,1p21.2,ENSG00000226715,no,01,p,21.2
LRRC39,leucine rich repeat containing 39,Approved,1p21.2,ENSG00000122477,no,01,p,21.2
MFSD14A,major facilitator superfamily domain containing 14A,Approved,1p21.2,ENSG00000156875,no,01,p,21.2
MIR553,microRNA 553,Approved,1p21.2,ENSG00000207750,no,01,p,21.2
PALMD,palmdelphin,Approved,1p21.2,ENSG00000099260,no,01,p,21.2
PPIAP7,peptidylprolyl isomerase A pseudogene 7,Approved,1p21.2,ENSG00000173810,no,01,p,21.2
RNU4-75P,"RNA, U4 small nuclear 75, pseudogene",Approved,1p21.2,ENSG00000201491,no,01,p,21.2
RNU6-750P,"RNA, U6 small nuclear 750, pseudogene",Approved,1p21.2,ENSG00000212248,no,01,p,21.2
RNU6-965P,"RNA, U6 small nuclear 965, pseudogene",Approved,1p21.2,ENSG00000252530,no,01,p,21.2
RNU6-1318P,"RNA, U6 small nuclear 1318, pseudogene",Approved,1p21.2,ENSG00000202259,no,01,p,21.2
RPL7AP17,ribosomal protein L7a pseudogene 17,Approved,1p21.2,ENSG00000213421,no,01,p,21.2
RPL23AP90,ribosomal protein L23a pseudogene 90,Approved,1p21.2,ENSG00000271415,no,01,p,21.2
RPL36AP12,ribosomal protein L36a pseudogene 12,Approved,1p21.2,ENSG00000224685,no,01,p,21.2
RPSAP19,ribosomal protein SA pseudogene 19,Approved,1p21.2,ENSG00000183298,no,01,p,21.2
RTCA,RNA 3'-terminal phosphate cyclase,Approved,1p21.2,ENSG00000137996,no,01,p,21.2
RTCA-AS1,RTCA antisense RNA 1,Approved,1p21.2,ENSG00000224616,no,01,p,21.2
S1PR1,sphingosine-1-phosphate receptor 1,Approved,1p21.2,ENSG00000170989,no,01,p,21.2
S1PR1-DT,S1PR1 divergent transcript,Approved,1p21.2,ENSG00000225938,no,01,p,21.2
SASS6,SAS-6 centriolar assembly protein,Approved,1p21.2,ENSG00000156876,no,01,p,21.2
SLC30A7,solute carrier family 30 member 7,Approved,1p21.2,ENSG00000162695,no,01,p,21.2
SLC35A3,solute carrier family 35 member A3,Approved,1p21.2,ENSG00000117620,no,01,p,21.2
TRMT13,tRNA methyltransferase 13 homolog,Approved,1p21.2,ENSG00000122435,no,01,p,21.2
VCAM1,vascular cell adhesion molecule 1,Approved,1p21.2,ENSG00000162692,no,01,p,21.2
ABCD3,ATP binding cassette subfamily D member 3,Approved,1p21.3,ENSG00000117528,no,01,p,21.3
ALG14,ALG14 UDP-N-acetylglucosaminyltransferase subunit,Approved,1p21.3,ENSG00000172339,no,01,p,21.3
ALG14-AS1,ALG14 antisense RNA 1,Approved,1p21.3,ENSG00000230427,no,01,p,21.3
CNN3,calponin 3,Approved,1p21.3,ENSG00000117519,no,01,p,21.3
CNN3-DT,CNN3 divergent transcript,Approved,1p21.3,ENSG00000235501,no,01,p,21.3
DPYD,dihydropyrimidine dehydrogenase,Approved,1p21.3,ENSG00000188641,no,01,p,21.3
DPYD-AS1,DPYD antisense RNA 1,Approved,1p21.3,ENSG00000232878,no,01,p,21.3
DPYD-AS2,DPYD antisense RNA 2,Approved,1p21.3,ENSG00000235777,no,01,p,21.3
DPYD-IT1,DPYD intronic transcript 1,Approved,1p21.3,ENSG00000232542,no,01,p,21.3
EEF1A1P11,eukaryotic translation elongation factor 1 alpha 1 pseudogene 11,Approved,1p21.3,ENSG00000228502,no,01,p,21.3
F3,"coagulation factor III, tissue factor",Approved,1p21.3,ENSG00000117525,no,01,p,21.3
GAPDHP29,glyceraldehyde 3 phosphate dehydrogenase pseudogene 29,Approved,1p21.3,ENSG00000178596,no,01,p,21.3
KATNBL1P2,katanin regulatory subunit B1 like 1 pseudogene 2,Approved,1p21.3,ENSG00000232857,no,01,p,21.3
LINC01650,long intergenic non-protein coding RNA 1650,Approved,1p21.3,ENSG00000230434,no,01,p,21.3
LINC01760,long intergenic non-protein coding RNA 1760,Approved,1p21.3,ENSG00000228504,no,01,p,21.3
LINC01761,long intergenic non-protein coding RNA 1761,Approved,1p21.3,ENSG00000233907,no,01,p,21.3
LINC01776,long intergenic non-protein coding RNA 1776,Approved,1p21.3,ENSG00000226053,no,01,p,21.3
LINC01787,long intergenic non-protein coding RNA 1787,Approved,1p21.3,ENSG00000231987,no,01,p,21.3
LINC02607,long intergenic non-protein coding RNA 2607,Approved,1p21.3,ENSG00000228971,no,01,p,21.3
LINC02790,long intergenic non-protein coding RNA 2790,Approved,1p21.3,ENSG00000237435,no,01,p,21.3
MIR137,microRNA 137,Approved,1p21.3,ENSG00000284202,no,01,p,21.3
MIR137HG,MIR137 host gene,Approved,1p21.3,ENSG00000225206,no,01,p,21.3
MIR378G,microRNA 378g,Approved,1p21.3,ENSG00000263526,no,01,p,21.3
NDUFS5P2,NADH:ubiquinone oxidoreductase subunit S5 pseudogene 2,Approved,1p21.3,ENSG00000234226,no,01,p,21.3
NFU1P2,NFU1 iron-sulfur cluster scaffold pseudogene 2,Approved,1p21.3,ENSG00000233557,no,01,p,21.3
PLPPR5,phospholipid phosphatase related 5,Approved,1p21.3,ENSG00000117598,no,01,p,21.3
PLPPR5-AS1,PLPPR5 antisense RNA 1,Approved,1p21.3,ENSG00000232825,no,01,p,21.3
PTBP2,polypyrimidine tract binding protein 2,Approved,1p21.3,ENSG00000117569,no,01,p,21.3
RN7SKP270,RN7SK pseudogene 270,Approved,1p21.3,ENSG00000223229,no,01,p,21.3
RN7SL831P,"RNA, 7SL, cytoplasmic 831, pseudogene",Approved,1p21.3,ENSG00000241992,no,01,p,21.3
RNU1-130P,"RNA, U1 small nuclear 130, pseudogene",Approved,1p21.3,ENSG00000200800,no,01,p,21.3
RPL7P9,ribosomal protein L7 pseudogene 9,Approved,1p21.3,ENSG00000137970,no,01,p,21.3
RPL26P9,ribosomal protein L26 pseudogene 9,Approved,1p21.3,ENSG00000226128,no,01,p,21.3
RWDD3,RWD domain containing 3,Approved,1p21.3,ENSG00000122481,no,01,p,21.3
RWDD3-DT,RWDD3 divergent transcript,Approved,1p21.3,ENSG00000226026,no,01,p,21.3
SEC63P1,"SEC63 homolog, protein translocation regulator pseudogene 1",Approved,1p21.3,ENSG00000228057,no,01,p,21.3
SLC44A3,solute carrier family 44 member 3,Approved,1p21.3,ENSG00000143036,no,01,p,21.3
SLC44A3-AS1,SLC44A3 antisense RNA 1,Approved,1p21.3,ENSG00000224081,no,01,p,21.3
SNX7,sorting nexin 7,Approved,1p21.3,ENSG00000162627,no,01,p,21.3
TLCD4,TLC domain containing 4,Approved,1p21.3,ENSG00000152078,no,01,p,21.3
TLCD4-RWDD3,TLCD4-RWDD3 readthrough,Approved,1p21.3,ENSG00000271092,no,01,p,21.3
UBE2WP1,ubiquitin conjugating enzyme E2 W pseudogene 1,Approved,1p21.3,ENSG00000234422,no,01,p,21.3
PLPPR4,phospholipid phosphatase related 4,Approved,1p21.3-p21.2,ENSG00000117600,no,01,p,21.3-p21.2
ABCA4,ATP binding cassette subfamily A member 4,Approved,1p22.1,ENSG00000198691,no,01,p,22.1
ACTBP12,ACTB pseudogene 12,Approved,1p22.1,ENSG00000233125,no,01,p,22.1
ARHGAP29,Rho GTPase activating protein 29,Approved,1p22.1,ENSG00000137962,no,01,p,22.1
BCAR3,"BCAR3 adaptor protein, NSP family member",Approved,1p22.1,ENSG00000137936,no,01,p,22.1
BCAR3-AS1,BCAR3 antisense RNA 1,Approved,1p22.1,ENSG00000224093,no,01,p,22.1
BRDT,bromodomain testis associated,Approved,1p22.1,ENSG00000137948,no,01,p,22.1
BTBD8,BTB domain containing 8,Approved,1p22.1,ENSG00000189195,no,01,p,22.1
C1orf146,chromosome 1 open reading frame 146,Approved,1p22.1,ENSG00000203910,no,01,p,22.1
CCDC18,coiled-coil domain containing 18,Approved,1p22.1,ENSG00000122483,no,01,p,22.1
CCDC18-AS1,CCDC18 antisense RNA 1,Approved,1p22.1,ENSG00000223745,no,01,p,22.1
CCNJP2,cyclin J pseudogene 2,Approved,1p22.1,ENSG00000223896,no,01,p,22.1
CDC7,cell division cycle 7,Approved,1p22.1,ENSG00000097046,no,01,p,22.1
CHCHD2P5,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 5,Approved,1p22.1,ENSG00000223490,no,01,p,22.1
DIPK1A,divergent protein kinase domain 1A,Approved,1p22.1,ENSG00000154511,no,01,p,22.1
DNTTIP2,deoxynucleotidyltransferase terminal interacting protein 2,Approved,1p22.1,ENSG00000067334,no,01,p,22.1
DR1,down-regulator of transcription 1,Approved,1p22.1,ENSG00000117505,no,01,p,22.1
EPHX4,epoxide hydrolase 4,Approved,1p22.1,ENSG00000172031,no,01,p,22.1
EVI5,ecotropic viral integration site 5,Approved,1p22.1,ENSG00000067208,no,01,p,22.1
FNBP1L,formin binding protein 1 like,Approved,1p22.1,ENSG00000137942,no,01,p,22.1
GAPDHP46,glyceraldehyde 3 phosphate dehydrogenase pseudogene 46,Approved,1p22.1,ENSG00000224678,no,01,p,22.1
GCLM,glutamate-cysteine ligase modifier subunit,Approved,1p22.1,ENSG00000023909,no,01,p,22.1
GFI1,growth factor independent 1 transcriptional repressor,Approved,1p22.1,ENSG00000162676,no,01,p,22.1
GLMN,"glomulin, FKBP associated protein",Approved,1p22.1,ENSG00000174842,no,01,p,22.1
H3P3,H3 histone pseudogene 3,Approved,1p22.1,ENSG00000234202,no,01,p,22.1
HMGB3P9,high mobility group box 3 pseudogene 9,Approved,1p22.1,ENSG00000229992,no,01,p,22.1
HSP90B3P,"heat shock protein 90 beta family member 3, pseudogene",Approved,1p22.1,ENSG00000203914,no,01,p,22.1
LPCAT2BP,"lysophosphatidylcholine acyltransferase 2b, pseudogene",Approved,1p22.1,ENSG00000233228,no,01,p,22.1
MIR760,microRNA 760,Approved,1p22.1,ENSG00000211575,no,01,p,22.1
MTATP6P13,MT-ATP6 pseudogene 13,Approved,1p22.1,ENSG00000229842,no,01,p,22.1
MTCO1P21,MT-CO1 pseudogene 21,Approved,1p22.1,ENSG00000226960,no,01,p,22.1
MTCO2P21,MT-CO2 pseudogene 21,Approved,1p22.1,ENSG00000236689,no,01,p,22.1
MTCO3P21,MT-CO3 pseudogene 21,Approved,1p22.1,ENSG00000232752,no,01,p,22.1
MTF2,metal response element binding transcription factor 2,Approved,1p22.1,ENSG00000143033,no,01,p,22.1
MTND3P21,MT-ND3 pseudogene 21,Approved,1p22.1,ENSG00000235794,no,01,p,22.1
MTND4P11,MT-ND4 pseudogene 11,Approved,1p22.1,ENSG00000234099,no,01,p,22.1
PRKAR1AP1,protein kinase cAMP-dependent type I regulatory subunit alpha pseudogene 1,Approved,1p22.1,ENSG00000233401,no,01,p,22.1
RN7SKP123,RN7SK pseudogene 123,Approved,1p22.1,ENSG00000222664,no,01,p,22.1
RN7SL440P,"RNA, 7SL, cytoplasmic 440, pseudogene",Approved,1p22.1,ENSG00000264963,no,01,p,22.1
RN7SL653P,"RNA, 7SL, cytoplasmic 653, pseudogene",Approved,1p22.1,ENSG00000239794,no,01,p,22.1
RN7SL692P,"RNA, 7SL, cytoplasmic 692, pseudogene",Approved,1p22.1,ENSG00000239710,no,01,p,22.1
RN7SL824P,"RNA, 7SL, cytoplasmic 824, pseudogene",Approved,1p22.1,ENSG00000242764,no,01,p,22.1
RNA5SP53,"RNA, 5S ribosomal pseudogene 53",Approved,1p22.1,ENSG00000212601,no,01,p,22.1
RNU4-59P,"RNA, U4 small nuclear 59, pseudogene",Approved,1p22.1,ENSG00000201317,no,01,p,22.1
RNU6-210P,"RNA, U6 small nuclear 210, pseudogene",Approved,1p22.1,ENSG00000252752,no,01,p,22.1
RNU6-970P,"RNA, U6 small nuclear 970, pseudogene",Approved,1p22.1,ENSG00000252121,no,01,p,22.1
RPAP2,RNA polymerase II associated protein 2,Approved,1p22.1,ENSG00000122484,no,01,p,22.1
RPL5,ribosomal protein L5,Approved,1p22.1,ENSG00000122406,no,01,p,22.1
RPL36AP11,ribosomal protein L36a pseudogene 11,Approved,1p22.1,ENSG00000237003,no,01,p,22.1
SETSIP,SET like protein,Approved,1p22.1,ENSG00000230667,no,01,p,22.1
SNORA66,"small nucleolar RNA, H/ACA box 66",Approved,1p22.1,ENSG00000207523,no,01,p,22.1
SNORD21,"small nucleolar RNA, C/D box 21",Approved,1p22.1,ENSG00000206680,no,01,p,22.1
TGFBR3,transforming growth factor beta receptor 3,Approved,1p22.1,ENSG00000069702,no,01,p,22.1
TMED5,transmembrane p24 trafficking protein 5,Approved,1p22.1,ENSG00000117500,no,01,p,22.1
WDR82P2,WD repeat domain 82 pseudogene 2,Approved,1p22.1,ENSG00000241318,no,01,p,22.1
ARHGAP29-AS1,ARHGAP29 antisense RNA 1,Approved,1p22.1-p21.3,ENSG00000226835,no,01,p,22.1-p21.3
BARHL2,BarH like homeobox 2,Approved,1p22.2,ENSG00000143032,no,01,p,22.2
CAPNS1P1,calpain small subunit 1 pseudogene 1,Approved,1p22.2,ENSG00000215874,no,01,p,22.2
ELOCP19,elongin C pseudogene 19,Approved,1p22.2,ENSG00000241975,no,01,p,22.2
FEN1P1,flap structure-specific endonuclease 1 pseudogene 1,Approved,1p22.2,ENSG00000215873,no,01,p,22.2
GBP1,guanylate binding protein 1,Approved,1p22.2,ENSG00000117228,no,01,p,22.2
GBP1P1,guanylate binding protein 1 pseudogene 1,Approved,1p22.2,ENSG00000225492,no,01,p,22.2
GBP2,guanylate binding protein 2,Approved,1p22.2,ENSG00000162645,no,01,p,22.2
GBP3,guanylate binding protein 3,Approved,1p22.2,ENSG00000117226,no,01,p,22.2
GBP4,guanylate binding protein 4,Approved,1p22.2,ENSG00000162654,no,01,p,22.2
GBP5,guanylate binding protein 5,Approved,1p22.2,ENSG00000154451,no,01,p,22.2
GBP6,guanylate binding protein family member 6,Approved,1p22.2,ENSG00000183347,no,01,p,22.2
GBP7,guanylate binding protein 7,Approved,1p22.2,ENSG00000213512,no,01,p,22.2
GEMIN8P4,gem nuclear organelle associated protein 8 pseudogene 4,Approved,1p22.2,ENSG00000228175,no,01,p,22.2
GTF2B,general transcription factor IIB,Approved,1p22.2,ENSG00000137947,no,01,p,22.2
HFM1,helicase for meiosis 1,Approved,1p22.2,ENSG00000162669,no,01,p,22.2
KYAT3,kynurenine aminotransferase 3,Approved,1p22.2,ENSG00000137944,no,01,p,22.2
LINC01763,long intergenic non-protein coding RNA 1763,Approved,1p22.2,ENSG00000225446,no,01,p,22.2
LINC02609,long intergenic non-protein coding RNA 2609,Approved,1p22.2,ENSG00000233593,no,01,p,22.2
LINC02787,long intergenic non-protein coding RNA 2787,Approved,1p22.2,ENSG00000229201,no,01,p,22.2
LINC02788,long intergenic non-protein coding RNA 2788,Approved,1p22.2,ENSG00000285532,no,01,p,22.2
LRRC8B,leucine rich repeat containing 8 VRAC subunit B,Approved,1p22.2,ENSG00000197147,no,01,p,22.2
LRRC8C,leucine rich repeat containing 8 VRAC subunit C,Approved,1p22.2,ENSG00000171488,no,01,p,22.2
LRRC8C-DT,LRRC8C divergent transcript,Approved,1p22.2,ENSG00000231999,no,01,p,22.2
LRRC8D,leucine rich repeat containing 8 VRAC subunit D,Approved,1p22.2,ENSG00000171492,no,01,p,22.2
LRRC8D-DT,LRRC8D divergent transcript,Approved,1p22.2,ENSG00000272931,no,01,p,22.2
PHKA1P1,phosphorylase kinase regulatory subunit alpha 1 pseudogene,Approved,1p22.2,ENSG00000232882,no,01,p,22.2
PKN2,protein kinase N2,Approved,1p22.2,ENSG00000065243,no,01,p,22.2
PKN2-AS1,PKN2 antisense RNA 1,Approved,1p22.2,ENSG00000237505,no,01,p,22.2
PTGES3P1,prostaglandin E synthase 3 pseudogene 1,Approved,1p22.2,ENSG00000234518,no,01,p,22.2
RBMXL1,RBMX like 1,Approved,1p22.2,ENSG00000213516,no,01,p,22.2
RN7SKP272,RN7SK pseudogene 272,Approved,1p22.2,ENSG00000252797,no,01,p,22.2
RN7SL583P,"RNA, 7SL, cytoplasmic 583, pseudogene",Approved,1p22.2,ENSG00000239504,no,01,p,22.2
RNU6-125P,"RNA, U6 small nuclear 125, pseudogene",Approved,1p22.2,ENSG00000207234,no,01,p,22.2
RNU6-695P,"RNA, U6 small nuclear 695, pseudogene",Approved,1p22.2,ENSG00000212459,no,01,p,22.2
RPL5P6,ribosomal protein L5 pseudogene 6,Approved,1p22.2,ENSG00000232393,no,01,p,22.2
RPL36AP10,ribosomal protein L36a pseudogene 10,Approved,1p22.2,ENSG00000237959,no,01,p,22.2
ZNF326,zinc finger protein 326,Approved,1p22.2,ENSG00000162664,no,01,p,22.2
ZNF644,zinc finger protein 644,Approved,1p22.2,ENSG00000122482,no,01,p,22.2
BCL10,BCL10 immune signaling adaptor,Approved,1p22.3,ENSG00000142867,no,01,p,22.3
BCL10-AS1,BCL10 antisense RNA 1,Approved,1p22.3,ENSG00000223653,no,01,p,22.3
C1orf52,chromosome 1 open reading frame 52,Approved,1p22.3,ENSG00000162642,no,01,p,22.3
CCN1,cellular communication network factor 1,Approved,1p22.3,ENSG00000142871,no,01,p,22.3
CDCA4P2,cell division cycle associated 4 pseudogene 2,Approved,1p22.3,ENSG00000224466,no,01,p,22.3
CLCA1,chloride channel accessory 1,Approved,1p22.3,ENSG00000016490,no,01,p,22.3
CLCA2,chloride channel accessory 2,Approved,1p22.3,ENSG00000137975,no,01,p,22.3
CLCA3P,"chloride channel accessory 3, pseudogene",Approved,1p22.3,ENSG00000153923,no,01,p,22.3
CLCA4,chloride channel accessory 4,Approved,1p22.3,ENSG00000016602,no,01,p,22.3
CLCA4-AS1,CLCA4 antisense RNA 1,Approved,1p22.3,ENSG00000236915,no,01,p,22.3
COL24A1,collagen type XXIV alpha 1 chain,Approved,1p22.3,ENSG00000171502,no,01,p,22.3
CTBS,chitobiase,Approved,1p22.3,ENSG00000117151,no,01,p,22.3
DDAH1,dimethylarginine dimethylaminohydrolase 1,Approved,1p22.3,ENSG00000153904,no,01,p,22.3
DNAI3,dynein axonemal intermediate chain 3,Approved,1p22.3,ENSG00000162643,no,01,p,22.3
GNG5,G protein subunit gamma 5,Approved,1p22.3,ENSG00000174021,no,01,p,22.3
HS2ST1,heparan sulfate 2-O-sulfotransferase 1,Approved,1p22.3,ENSG00000153936,no,01,p,22.3
LINC01140,long intergenic non-protein coding RNA 1140,Approved,1p22.3,ENSG00000267272,no,01,p,22.3
LINC01364,long intergenic non-protein coding RNA 1364,Approved,1p22.3,ENSG00000227290,no,01,p,22.3
LINC01555,long intergenic non-protein coding RNA 1555,Approved,1p22.3,ENSG00000180869,no,01,p,22.3
LINC02795,long intergenic non-protein coding RNA 2795,Approved,1p22.3,ENSG00000285210,no,01,p,22.3
LINC02801,long intergenic non-protein coding RNA 2801,Approved,1p22.3,ENSG00000284240,no,01,p,22.3
LMO4,LIM domain only 4,Approved,1p22.3,ENSG00000143013,no,01,p,22.3
LPAR3,lysophosphatidic acid receptor 3,Approved,1p22.3,ENSG00000171517,no,01,p,22.3
MCOLN2,mucolipin TRP cation channel 2,Approved,1p22.3,ENSG00000153898,no,01,p,22.3
MCOLN3,mucolipin TRP cation channel 3,Approved,1p22.3,ENSG00000055732,no,01,p,22.3
ODF2L,outer dense fiber of sperm tails 2 like,Approved,1p22.3,ENSG00000122417,no,01,p,22.3
RNA5SP51,"RNA, 5S ribosomal pseudogene 51",Approved,1p22.3,ENSG00000201620,no,01,p,22.3
RNA5SP52,"RNA, 5S ribosomal pseudogene 52",Approved,1p22.3,ENSG00000199318,no,01,p,22.3
RPF1,ribosome production factor 1 homolog,Approved,1p22.3,ENSG00000117133,no,01,p,22.3
SELENOF,selenoprotein F,Approved,1p22.3,ENSG00000183291,no,01,p,22.3
SH3GLB1,"SH3 domain containing GRB2 like, endophilin B1",Approved,1p22.3,ENSG00000097033,no,01,p,22.3
SPATA1,spermatogenesis associated 1,Approved,1p22.3,ENSG00000122432,no,01,p,22.3
SSX2IP,SSX family member 2 interacting protein,Approved,1p22.3,ENSG00000117155,no,01,p,22.3
SYDE2,synapse defective Rho GTPase homolog 2,Approved,1p22.3,ENSG00000097096,no,01,p,22.3
ZNHIT6,zinc finger HIT-type containing 6,Approved,1p22.3,ENSG00000117174,no,01,p,22.3
ACADM,acyl-CoA dehydrogenase medium chain,Approved,1p31.1,ENSG00000117054,no,01,p,31.1
ACTG1P21,actin gamma 1 pseudogene 21,Approved,1p31.1,ENSG00000232672,no,01,p,31.1
ADGRL2,adhesion G protein-coupled receptor L2,Approved,1p31.1,ENSG00000117114,no,01,p,31.1
ADGRL4,adhesion G protein-coupled receptor L4,Approved,1p31.1,ENSG00000162618,no,01,p,31.1
ADH5P2,ADH5 pseudogene 2,Approved,1p31.1,ENSG00000232676,no,01,p,31.1
AK5,adenylate kinase 5,Approved,1p31.1,ENSG00000154027,no,01,p,31.1
ANKRD13C,ankyrin repeat domain 13C,Approved,1p31.1,ENSG00000118454,no,01,p,31.1
ARID3BP1,ARID3B pseudogene 1,Approved,1p31.1,ENSG00000227288,no,01,p,31.1
ASB17,ankyrin repeat and SOCS box containing 17,Approved,1p31.1,ENSG00000154007,no,01,p,31.1
CASP3P1,caspase 3 pseudogene 1,Approved,1p31.1,ENSG00000237033,no,01,p,31.1
CHORDC1P5,CHORDC1 pseudogene 5,Approved,1p31.1,ENSG00000233020,no,01,p,31.1
CRYZ,crystallin zeta,Approved,1p31.1,ENSG00000116791,no,01,p,31.1
CTH,cystathionine gamma-lyase,Approved,1p31.1,ENSG00000116761,no,01,p,31.1
DLSTP1,dihydrolipoamide S-succinyltransferase pseudogene 1,Approved,1p31.1,ENSG00000181227,no,01,p,31.1
DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,Approved,1p31.1,ENSG00000162616,no,01,p,31.1
ERICH3,glutamate rich 3,Approved,1p31.1,ENSG00000178965,no,01,p,31.1
ERICH3-AS1,ERICH3 antisense RNA 1,Approved,1p31.1,ENSG00000234497,no,01,p,31.1
FPGT,fucose-1-phosphate guanylyltransferase,Approved,1p31.1,ENSG00000254685,no,01,p,31.1
FPGT-TNNI3K,FPGT-TNNI3K readthrough,Approved,1p31.1,ENSG00000259030,no,01,p,31.1
FUBP1,far upstream element binding protein 1,Approved,1p31.1,ENSG00000162613,no,01,p,31.1
GDI2P2,GDP dissociation inhibitor 2 pseudogene 2,Approved,1p31.1,ENSG00000233994,no,01,p,31.1
